TreeDepth,PID,Process,Offset,HandleValue,Type,GrantedAccess,Name
0,1476,svchost.exe,0xac8193dcd0e0,0x284,Event,0x1f0003,
0,1476,svchost.exe,0xd40cadc83e70,0x288,Key,0x20019,USER\S-1-5-19\CONTROL PANEL\INTERNATIONAL
0,1476,svchost.exe,0xd40cadc81b70,0x28c,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS
0,1476,svchost.exe,0xac81937f0db0,0x2ac,ALPC Port,0x1f0001,
0,1476,svchost.exe,0xac8191b0cde0,0x2bc,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac819115a5e0,0x4,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8611f70,0x8,Key,0x9,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
0,1576,svchost.exe,0xac81910f0450,0xc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819115ab60,0x10,Event,0x1f0003,
0,1576,svchost.exe,0xac8191195ba0,0x14,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81910ef9c0,0x18,IoCompletion,0x1f0003,
0,1576,svchost.exe,0xac81911b0e30,0x1c,TpWorkerFactory,0xf00ff,
0,1576,svchost.exe,0xac81911540a0,0x20,IRTimer,0x100002,
0,1576,svchost.exe,0xac8191195d40,0x24,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191154b40,0x28,IRTimer,0x100002,
0,1576,svchost.exe,0xac8191196700,0x2c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81910f0530,0x30,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910efab0,0x34,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0290,0x38,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca4dfe2a0,0x3c,Directory,0x3,KnownDlls
0,1576,svchost.exe,0xac819115bf60,0x40,Event,0x1f0003,
0,1576,svchost.exe,0xac819115b8e0,0x44,Event,0x1f0003,
0,1576,svchost.exe,0xac819110b3e0,0x48,File,0x100020,\Device\HarddiskVolume1\Windows\System32
0,1576,svchost.exe,0xac81910f07d0,0x4c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819110a5d0,0x50,File,0x100001,\Device\CNG
0,1576,svchost.exe,0xac81910f0a70,0x54,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81911ca900,0x58,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac81910ef110,0x5c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0600,0x60,IoCompletion,0x1f0003,
0,1576,svchost.exe,0xac81911c72c0,0x64,TpWorkerFactory,0xf00ff,
0,1576,svchost.exe,0xac81911541b0,0x68,IRTimer,0x100002,
0,1576,svchost.exe,0xac8191196970,0x6c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81911542c0,0x70,IRTimer,0x100002,
0,1576,svchost.exe,0xac8191197400,0x74,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81910ef1f0,0x78,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910efc70,0x7c,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca8614570,0x80,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
0,1576,svchost.exe,0xac81910ef2d0,0x84,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0990,0x88,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191196560,0x8c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac819115ad60,0x90,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8611370,0x94,Key,0x20019,MACHINE\SOFTWARE\MICROSOFT\OLE
0,1576,svchost.exe,0xd40ca8613b70,0x98,Key,0x20019,MACHINE
0,1576,svchost.exe,0xac819115b860,0x9c,Event,0x1f0003,
0,1576,svchost.exe,0xac81910f0b50,0xa0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0c30,0xa4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910ef570,0xa8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819115be60,0xac,Event,0x1f0003,
0,1576,svchost.exe,0xac819115bce0,0xb0,Event,0x1f0003,
0,1576,svchost.exe,0xac819115ba60,0xb4,Event,0x1f0003,
0,1576,svchost.exe,0xac819115b6e0,0xb8,Event,0x1f0003,
0,1576,svchost.exe,0xac819115bae0,0xbc,Event,0x1f0003,
0,1576,svchost.exe,0xac819115bd60,0xc0,Event,0x1f0003,
0,1576,svchost.exe,0xac81910ef650,0xc4,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca81ee1a0,0xc8,Directory,0xf,BaseNamedObjects
0,1576,svchost.exe,0xac81910ef730,0xcc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910ef8f0,0xd0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910efe30,0xd4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910eff10,0xd8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0d10,0xdc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81910f0df0,0xe0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819115c460,0xe4,Event,0x1f0003,
0,1576,svchost.exe,0xac819115cd60,0xe8,Event,0x1f0003,
0,1576,svchost.exe,0xac819115d060,0xec,Event,0x1f0003,
0,1576,svchost.exe,0xac819115cde0,0xf0,Event,0x1f0003,
0,1576,svchost.exe,0xac819115d0e0,0xf4,Event,0x1f0003,
0,1576,svchost.exe,0xac819115c160,0xf8,Event,0x1f0003,
0,1576,svchost.exe,0xac8191214990,0xfc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819115cee0,0x100,Event,0x1f0003,
0,1576,svchost.exe,0xac81910f0ed0,0x104,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191214c30,0x108,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191213c70,0x10c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191213e30,0x110,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191214370,0x114,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191213482,0x11c,EtwSessionDemuxEntry,0x1f0003,
0,1576,svchost.exe,0xac818db93760,0x120,WindowStation,0x20062,Service-0x0-3e5$
0,1576,svchost.exe,0xac818dff34b0,0x124,Desktop,0x20041,Default
0,1576,svchost.exe,0xac818db93760,0x128,WindowStation,0x20062,Service-0x0-3e5$
0,1576,svchost.exe,0xac81911097c0,0x12c,File,0x120089,\Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0,1576,svchost.exe,0xac81912131f0,0x130,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81911b5080,0x134,Thread,0x1fffff,Tid 1580 Pid 1576
0,1576,svchost.exe,0xac81911c6b60,0x138,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac81912146f0,0x140,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca8613f70,0x144,Key,0x20019,MACHINE\SOFTWARE\CLASSES
0,1576,svchost.exe,0xac81911c5900,0x148,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xd40ca8278060,0x14c,Token,0x48,
0,1576,svchost.exe,0xac819115dde0,0x150,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8613870,0x154,Key,0x1,MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
0,1576,svchost.exe,0xac8191215250,0x158,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819115f760,0x15c,Event,0x1f0003,
0,1576,svchost.exe,0xac819115ebe0,0x160,Semaphore,0x100003,
0,1576,svchost.exe,0xac819115e360,0x164,Semaphore,0x100003,
0,1576,svchost.exe,0xac81912180b0,0x168,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191217a90,0x16c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191218270,0x170,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191217390,0x174,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81912178d0,0x178,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191217630,0x17c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191216bb0,0x180,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81911d61c0,0x184,Mutant,0x1f0001,
0,1576,svchost.exe,0xac8190f60c50,0x188,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac819115fce0,0x18c,Event,0x1f0003,
0,1576,svchost.exe,0xac81911d6580,0x190,Mutant,0x1f0001,
0,1576,svchost.exe,0xac819115f460,0x194,Event,0x1f0003,
0,1576,svchost.exe,0xac819115f7e0,0x198,Event,0x1f0003,
0,1576,svchost.exe,0xac81912179b0,0x19c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191217c50,0x1a0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191493a60,0x1a4,File,0x120089,\Device\DeviceApi\CMApi
0,1576,svchost.exe,0xac81913b5540,0x1a8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191160d60,0x1ac,Semaphore,0x1f0003,
0,1576,svchost.exe,0xac819110d190,0x1b0,File,0x12019f,\Device\WFP
0,1576,svchost.exe,0xac819121a110,0x1b4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819110e5e0,0x1b8,File,0x12019f,\Device\WFP
0,1576,svchost.exe,0xac819110c9c0,0x1bc,File,0x12019f,\Device\NXTIPSEC
0,1576,svchost.exe,0xac819110ce70,0x1c0,File,0x12019f,\Device\IPSECDOSP
0,1576,svchost.exe,0xac819110e770,0x1c4,File,0x12019f,\Device\WfpAle
0,1576,svchost.exe,0xac819110ba20,0x1c8,File,0x120089,\Device\HarddiskVolume1\Windows\System32\en-US\bfe.dll.mui
0,1576,svchost.exe,0xac8191161360,0x1cc,Event,0x1f0003,
0,1576,svchost.exe,0xac8191161860,0x1d0,Event,0x1f0003,
0,1576,svchost.exe,0xac8191162360,0x1d4,Event,0x1f0003,
0,1576,svchost.exe,0xac8191252080,0x1d8,Thread,0x1fffff,Tid 1724 Pid 1576
0,1576,svchost.exe,0xac8191162960,0x1e0,Event,0x1f0003,
0,1576,svchost.exe,0xac819121e8d0,0x1e4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81911625e0,0x1e8,Semaphore,0x100003,
0,1576,svchost.exe,0xac81911626e0,0x1ec,Semaphore,0x100003,
0,1576,svchost.exe,0xac8191162d60,0x1f0,Semaphore,0x100003,
0,1576,svchost.exe,0xac8191162ae0,0x1f4,Semaphore,0x100003,
0,1576,svchost.exe,0xac8190f5b2d0,0x1f8,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac81910b25e0,0x1fc,Event,0x1f0003,
0,1576,svchost.exe,0xac81911993b0,0x200,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191199480,0x204,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191220d90,0x208,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191220a10,0x20c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191220770,0x210,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81911648e0,0x214,Semaphore,0x100003,
0,1576,svchost.exe,0xac8191164960,0x218,Semaphore,0x100003,
0,1576,svchost.exe,0xac8191164ee0,0x21c,Event,0x1f0003,
0,1576,svchost.exe,0xac819110fbc0,0x220,File,0x100003,\Device\KsecDD
0,1576,svchost.exe,0xac8191222c30,0x224,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191221c70,0x228,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191248070,0x22c,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac819130ab50,0x230,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819130c210,0x234,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913e8180,0x238,File,0x100080,\Device\Nsi
0,1576,svchost.exe,0xac819130c130,0x23c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913aa720,0x244,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca8910570,0x248,Section,0xf0007,DSEC628
0,1576,svchost.exe,0xac81913e8e00,0x24c,File,0x1,\Device\PcwDrv
0,1576,svchost.exe,0xd40ca89e2490,0x250,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2560,0x254,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2630,0x258,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2700,0x25c,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e27d0,0x260,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2970,0x264,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2be0,0x268,PcwObject,0x3,
0,1576,svchost.exe,0xd40ca89e2cb0,0x26c,PcwObject,0x3,
0,1576,svchost.exe,0xac8191418e60,0x270,Event,0x1f0003,
0,1576,svchost.exe,0xac818d4f1710,0x274,ALPC Port,0x1f0001,LRPC-d1ff9261045bddf8ff
0,1576,svchost.exe,0xac818d530980,0x278,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac819141ae60,0x280,Event,0x1f0003,
0,1576,svchost.exe,0xac819141b060,0x284,Event,0x1f0003,
0,1576,svchost.exe,0xac819141b0e0,0x288,Event,0x1f0003,
0,1576,svchost.exe,0xac818d507080,0x28c,Thread,0x1fffff,Tid 2332 Pid 1576
0,1576,svchost.exe,0xd40ca8a65060,0x290,Token,0x8,
0,1576,svchost.exe,0xac81913cae80,0x294,Event,0x1f0003,BFE_Notify_Event_{e78f9a50-25a6-4ba4-958b-941f7cf51bfd}
0,1576,svchost.exe,0xac818d4e2960,0x298,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xd40ca8acd060,0x2a4,Token,0x8,
0,1576,svchost.exe,0xac81913cd540,0x2a8,Event,0x1f0003,BFE_Notify_Event_{028b6289-74d6-4521-9345-f63984f78fd5}
0,1576,svchost.exe,0xac81942ce560,0x2b0,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8ac0060,0x2b4,Token,0x8,
0,1576,svchost.exe,0xac81913cd7c0,0x2b8,Event,0x1f0003,BFE_Notify_Event_{ac3c1eab-711a-41b5-8058-b9a0b20bea24}
0,1576,svchost.exe,0xd40ca8aba060,0x2bc,Token,0x8,
0,1576,svchost.exe,0xac81913ce760,0x2c0,Event,0x1f0003,BFE_Notify_Event_{7f718506-3ed4-4b60-886f-0443577998cb}
0,1576,svchost.exe,0xd40ca8b11060,0x2c4,Token,0x8,
0,1576,svchost.exe,0xac81913cd5e0,0x2c8,Event,0x1f0003,BFE_Notify_Event_{f2f6d901-8b5f-4c6c-8b79-7feef96808a7}
0,1576,svchost.exe,0xac81913aec40,0x2cc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913aed20,0x2d0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b0920,0x2d4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913af5e0,0x2d8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913af880,0x2dc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913afea0,0x2e0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913d68e0,0x2e4,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81913af6c0,0x2e8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b52a0,0x2ec,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b5380,0x2f0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191423e60,0x2f4,Event,0x1f0003,
0,1576,svchost.exe,0xac81914232e0,0x2f8,Event,0x1f0003,
0,1576,svchost.exe,0xac81913b5460,0x2fc,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca8999a70,0x300,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES
0,1576,svchost.exe,0xd40ca8998e70,0x304,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP6\PARAMETERS\INTERFACES
0,1576,svchost.exe,0xac81913b5620,0x308,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b75a0,0x30c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191423a60,0x310,Semaphore,0x1f0003,
0,1576,svchost.exe,0xac81913b7bc0,0x314,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b7ae0,0x318,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b6880,0x31c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b66c0,0x320,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819155ddc0,0x324,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac81913b6ea0,0x328,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b6f80,0x32c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913b6ce0,0x330,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81914a4940,0x334,Mutant,0x1f0001,
0,1576,svchost.exe,0xac8191435bf0,0x338,Mutant,0x1f0001,SM0:1576:304:WilStaging_02
0,1576,svchost.exe,0xac81914a5540,0x33c,Semaphore,0x1f0003,SM0:1576:304:WilStaging_02_p0
0,1576,svchost.exe,0xac81914a61c0,0x340,Semaphore,0x1f0003,SM0:1576:304:WilStaging_02_p0h
0,1576,svchost.exe,0xac81914241e0,0x344,Event,0x1f0003,
0,1576,svchost.exe,0xac8191423360,0x348,Event,0x1f0003,
0,1576,svchost.exe,0xac8191486080,0x34c,Thread,0x1fffff,Tid 2532 Pid 1576
0,1576,svchost.exe,0xac81914255e0,0x350,Event,0x1f0003,
0,1576,svchost.exe,0xac8191460b90,0x354,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81914605e0,0x358,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191425760,0x35c,Event,0x1f0003,
0,1576,svchost.exe,0xac81914258e0,0x360,Event,0x1f0003,
0,1576,svchost.exe,0xac8191425be0,0x364,Event,0x1f0003,
0,1576,svchost.exe,0xac819148c080,0x368,Thread,0x1fffff,Tid 2480 Pid 1576
0,1576,svchost.exe,0xac81913ba320,0x36c,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191493290,0x370,File,0x120089,\Device\HarddiskVolume1\Windows\System32\en-US\FirewallAPI.dll.mui
0,1576,svchost.exe,0xac8191426360,0x374,Event,0x1f0003,
0,1576,svchost.exe,0xac8191461620,0x378,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xd40ca8999b70,0x37c,Key,0x3,MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\EPOCH
0,1576,svchost.exe,0xac8191411080,0x380,Thread,0x1fffff,Tid 2508 Pid 1576
0,1576,svchost.exe,0xac819173fb60,0x384,Event,0x1f0003,
0,1576,svchost.exe,0xac8190f8cd00,0x388,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac819170e920,0x38c,ALPC Port,0x1f0001,OLED9611C9558991EFDF83C70B4866A
0,1576,svchost.exe,0xac819140bbe0,0x390,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xd40ca8b0a060,0x394,Token,0x8,
0,1576,svchost.exe,0xac81914a7340,0x398,Event,0x1f0003,BFE_Notify_Event_{af10670b-fb0e-4570-8b47-a07f9726176f}
0,1576,svchost.exe,0xac81914a7340,0x39c,Event,0x100000,BFE_Notify_Event_{af10670b-fb0e-4570-8b47-a07f9726176f}
0,1576,svchost.exe,0xac81913be840,0x3a0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191428fe0,0x3a4,Semaphore,0x100003,
0,1576,svchost.exe,0xd40ca8999970,0x3a8,Key,0xf,MACHINE\SYSTEM\CONTROLSET001\SERVICES\MPSSVC\PARAMETERS\APPCS
0,1576,svchost.exe,0xac8191496c60,0x3ac,File,0x12019f,\Device\MPS
0,1576,svchost.exe,0xac81913bdce0,0x3b0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913bdc00,0x3b4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191428b60,0x3b8,Semaphore,0x100003,
0,1576,svchost.exe,0xac8191428260,0x3c0,Event,0x1f0003,
0,1576,svchost.exe,0xac8191428860,0x3c8,Event,0x1f0003,
0,1576,svchost.exe,0xac8191429ee0,0x3cc,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8b03060,0x3d0,Token,0x8,
0,1576,svchost.exe,0xac8191429be0,0x3d4,Event,0x1f0003,
0,1576,svchost.exe,0xac81914aac20,0x3d8,Event,0x1f0003,BFE_Notify_Event_{b459c278-5b95-40c8-bf37-a2eed9ba0b2b}
0,1576,svchost.exe,0xac81914aac20,0x3dc,Event,0x100000,BFE_Notify_Event_{b459c278-5b95-40c8-bf37-a2eed9ba0b2b}
0,1576,svchost.exe,0xac81913bf1e0,0x3e0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913bf720,0x3e4,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81913bef40,0x3e8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81914672c0,0x3ec,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8190e431e0,0x3f0,Event,0x1f0003,
0,1576,svchost.exe,0xac8191468cc0,0x3f4,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8190e900c0,0x3f8,Thread,0x1fffff,Tid 2632 Pid 1576
0,1576,svchost.exe,0xac819142a660,0x3fc,Event,0x1f0003,
0,1576,svchost.exe,0xac819142a560,0x404,Event,0x1f0003,
0,1576,svchost.exe,0xac819142aae0,0x408,Event,0x1f0003,
0,1576,svchost.exe,0xac81914690d0,0x40c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81913c0a80,0x410,IoCompletion,0x1f0003,
0,1576,svchost.exe,0xac8190e99df0,0x414,TpWorkerFactory,0xf00ff,
0,1576,svchost.exe,0xac8190ea71c0,0x418,IRTimer,0x100002,
0,1576,svchost.exe,0xac8191468d90,0x41c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8190ea9090,0x420,IRTimer,0x100002,
0,1576,svchost.exe,0xac81914688b0,0x424,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xd40ca8ba0e70,0x428,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0,1576,svchost.exe,0xac819142b0e0,0x42c,Event,0x1f0003,
0,1576,svchost.exe,0xac819142ace0,0x430,Event,0x1f0003,
0,1576,svchost.exe,0xac8190ea8600,0x434,EtwConsumer,0x400,
0,1576,svchost.exe,0xac819150b8e0,0x438,EtwRegistration,0x804,
0,1576,svchost.exe,0xd40ca8b9f870,0x43c,Key,0x10,MACHINE\SYSTEM\CONTROLSET001\SERVICES\MPSSVC\PARAMETERS\ACSERVICE
0,1576,svchost.exe,0xac819142a5e0,0x444,Event,0x1f0003,
0,1576,svchost.exe,0xac8191430f60,0x448,Event,0x1f0003,
0,1576,svchost.exe,0xd40ca8ba1970,0x44c,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0,1576,svchost.exe,0xac819173fc60,0x450,Event,0x1f0003,
0,1576,svchost.exe,0xac819150baa0,0x454,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819150ae60,0x458,EtwRegistration,0x804,
0,1576,svchost.exe,0xac81914317e0,0x45c,Event,0x1f0003,
0,1576,svchost.exe,0xac819147bd70,0x460,ALPC Port,0x1f0001,LRPC-2c1878d96e7d458bfa
0,1576,svchost.exe,0xac819147cd70,0x464,ALPC Port,0x1f0001,LRPC-9066ff23a1bde68812
0,1576,svchost.exe,0xac8191431ce0,0x468,Event,0x1f0003,
0,1576,svchost.exe,0xac819147ad70,0x46c,ALPC Port,0x1f0001,LRPC-434aec0deb939c874c
0,1576,svchost.exe,0xac81914315e0,0x470,Event,0x1f0003,
0,1576,svchost.exe,0xac819154a080,0x474,Thread,0x1fffff,Tid 2748 Pid 1576
0,1576,svchost.exe,0xac81928bbbc0,0x480,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xac8192b8d070,0x490,ALPC Port,0x1f0001,
0,1576,svchost.exe,0xd40caa5e3c70,0x4a0,Key,0x9,MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\PARAMETERS\FIREWALLPOLICY\RESTRICTEDINTERFACES\IFISO
0,1576,svchost.exe,0xac81914313e0,0x4a8,Event,0x1f0003,
0,1576,svchost.exe,0xac8191585ee0,0x4b4,Event,0x1f0003,
0,1576,svchost.exe,0xac819150e3c0,0x4b8,EtwRegistration,0x804,
0,1576,svchost.exe,0xac819146ac70,0x4bc,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac819150d400,0x4c0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191585ee0,0x4c4,Event,0x1f0003,
0,1576,svchost.exe,0xac819150d320,0x4cc,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191513440,0x4d0,EtwRegistration,0x804,
0,1576,svchost.exe,0xac8191588660,0x4d4,Event,0x1f0003,
0,1576,svchost.exe,0xac818d49c3a0,0x4d8,Event,0x100001,MaximumCommitCondition
0,1576,svchost.exe,0xac8191588fe0,0x4e0,Event,0x1f0003,
0,1576,svchost.exe,0xac8190ea2d50,0x4e4,Timer,0x1f0003,
0,1576,svchost.exe,0xac81915886e0,0x4e8,Event,0x1f0003,
0,1576,svchost.exe,0xac819153c0c0,0x4ec,Thread,0x1fffff,Tid 2812 Pid 1576
0,1576,svchost.exe,0xac8191588760,0x4f0,Event,0x1f0003,
0,1576,svchost.exe,0xac8191595760,0x500,Event,0x1f0003,
0,1576,svchost.exe,0xac8191595ce0,0x504,Event,0x1f0003,
0,1576,svchost.exe,0xac8191595560,0x508,Event,0x1f0003,
0,1576,svchost.exe,0xac8191625480,0x50c,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81915958e0,0x510,Event,0x1f0003,
0,1576,svchost.exe,0xac8191625550,0x514,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac81915966e0,0x518,Event,0x1f0003,
0,1576,svchost.exe,0xac8191596760,0x51c,Event,0x1f0003,
0,1576,svchost.exe,0xac8191596860,0x520,Event,0x1f0003,
0,1576,svchost.exe,0xac8191625ca0,0x524,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191599560,0x528,Event,0x1f0003,
0,1576,svchost.exe,0xac819159a060,0x52c,Event,0x1f0003,
0,1576,svchost.exe,0xac81915993e0,0x530,Event,0x1f0003,
0,1576,svchost.exe,0xac8191625bd0,0x534,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191599ae0,0x538,Event,0x1f0003,
0,1576,svchost.exe,0xac8191599c60,0x53c,Event,0x1f0003,
0,1576,svchost.exe,0xac8191599b60,0x540,Event,0x1f0003,
0,1576,svchost.exe,0xac81916283a0,0x544,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac819159b560,0x548,Event,0x1f0003,
0,1576,svchost.exe,0xac819159b5e0,0x54c,Event,0x1f0003,
0,1576,svchost.exe,0xac819159b6e0,0x550,Event,0x1f0003,
0,1576,svchost.exe,0xac8191628c90,0x554,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac819159bc60,0x558,Event,0x1f0003,
0,1576,svchost.exe,0xac819159b1e0,0x55c,Event,0x1f0003,
0,1576,svchost.exe,0xac819159b7e0,0x560,Event,0x1f0003,
0,1576,svchost.exe,0xac8191627b80,0x564,WaitCompletionPacket,0x1,
0,1576,svchost.exe,0xac8191628e30,0x568,WaitCompletionPacket,0x1,
